key|note_word|pos_tag|occurrences|exclude_filters|include_filters
uniq1978|PATRICIA|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1979|DRAKE|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1980|Fallon|NNP|4|['filters/regex/salutations/pre_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1981|Frederick|NNP|1|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1982|Archer|NNP|1|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq1983|ruborous|JJ|2|[]|[]
uniq1984|Archer|NNP|2|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1985|Tuesday|NNP|1|['filters/regex/dates/day_name_month_name_dd_transformed.txt', 'filters/regex_context/names_regex_context1.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1986|November|NNP|1|['filters/regex/dates/day_name_month_name_dd_transformed.txt', 'filters/regex/dates/month_name_dd_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/regex/dates/month_name_xst_xnd_xth_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1987|26th|CD|1|['filters/regex/dates/day_name_month_name_dd_transformed.txt', 'filters/regex/dates/month_name_dd_transformed.txt', 'filters/regex/dates/month_name_xst_xnd_xth_transformed.txt']|['POS MATCHER']
uniq1988|Patricia|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1989|Drake|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq1990|11|CD|2|['filters/regex/dates/dd_mm_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/dd_mm_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt', 'filters/regex/mrn_id/mixed002.txt']|['POS MATCHER']
uniq1991|DE|NNP|1|['filters/regex/mrn_id/mixed002.txt', 'filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1992|38535|CD|1|['filters/regex/mrn_id/DDDDDD+.txt', 'filters/regex/mrn_id/mixed002.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
uniq1993|Sharon|NNP|1|['filters/regex/salutations/patient_mrn.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1994|FALLON|NNP|1|['filters/regex/salutations/patient_mrn.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq1995|Jimenez|NNP|1|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1996|Herman|NNP|1|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1997|Lehman|NNP|1|['filters/regex/salutations/dr_ambiguous.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1998|Saunders|NNP|1|['filters/regex/salutations/dr_ambiguous.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1999|Fallon|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq2000|4|CD|1|['filters/regex/addresses/number_streetname_noindicator_suite_transformed.txt']|['POS MATCHER']
uniq2001|and|CC|1|['filters/regex/addresses/number_streetname_noindicator_suite_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq2002|O2|NNP|1|['filters/regex/addresses/number_streetname_noindicator_suite_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq2003|Kayexylate|NNP|1|[]|[]
uniq2004|SDU|NNP|1|['filters/regex/addresses/in_city_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq2005|Faint|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq2006|Lipoprotei|NNP|1|[]|[]
uniq2007|7|CD|1|['filters/regex/dates/mm_dd_transformed.txt']|['POS MATCHER']
uniq2008|ECG|NNP|1|['filters/regex/addresses/in_city_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq2009|sep|NN|3|['filters/regex/dates/month_name_transformed.txt', 'filters/regex/dates/month_name_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq2010|VC|NNP|1|['filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq2011|NORM|NNP|5|['filters/blacklists/firstnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq2012|Eddie|NNP|1|['filters/regex/addresses/city_zip_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq2013|Clark|NNP|1|['filters/regex/addresses/city_zip_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq2014|24144|CD|1|['filters/regex/addresses/city_zip_transformed.txt', 'filters/regex/mrn_id/DDDDDD+.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
uniq2015|Sunday|NNP|1|['filters/regex/dates/day_name_month_name_dd_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq2016|March|NNP|1|['filters/regex/dates/day_name_month_name_dd_transformed.txt', 'filters/regex/dates/month_name_dd_yyyy_transformed.txt', 'filters/regex/dates/month_name_dd_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/regex/dates/month_name_of_yy_transformed.txt', 'filters/regex/dates/month_name_yy_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq2017|16|CD|1|['filters/regex/dates/day_name_month_name_dd_transformed.txt', 'filters/regex/dates/month_name_dd_yyyy_transformed.txt', 'filters/regex/dates/month_name_dd_transformed.txt', 'filters/regex/dates/month_name_of_yy_transformed.txt', 'filters/regex/dates/month_name_yy_transformed.txt']|['POS MATCHER']
uniq2018|2075|CD|1|['filters/regex/dates/month_name_dd_yyyy_transformed.txt']|['POS MATCHER']
uniq2019|Falon|NNP|1|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/firstnames_minus_fps.json']|[]
uniq2020|clogging|VBG|1|[]|[]
uniq2021|December|NNP|1|['filters/regex/dates/month_name_transformed.txt', 'filters/regex/dates/month_name_of_yyyy_transformed.txt', 'filters/regex/dates/month_name_yyyy_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq2022|2074|CD|2|['filters/regex/dates/month_name_of_yyyy_transformed.txt', 'filters/regex/dates/month_name_yyyy_transformed.txt']|['POS MATCHER']
uniq2023|Fallon|NNP|2|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq2024|STTh|NNP|1|[]|[]
uniq2025|SBPs|NNP|1|[]|[]
uniq2026|74|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq2027|Jan|NNP|1|['filters/regex/dates/month_name_transformed.txt', 'filters/regex/dates/month_name_of_yyyy_transformed.txt', 'filters/regex/dates/month_name_yyyy_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq2028|TAH|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq2029|oto|MD|1|[]|[]
uniq2030|herniano|NN|1|[]|[]
uniq2031|EW|NNP|1|['filters/regex/addresses/in_city_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq2032|RH|NNP|1|['filters/regex/addresses/in_city_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq2033|Keith|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq2034|H|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/regex_context/names_regex_context2.txt', 'filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq2035|Neville|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context2.txt']|[]
uniq2036|XANDERS|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|[]
uniq2037|RUTH|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq2038|A|NNP|1|['filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq2039|564|CD|3|['filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/mrn_id/DDD-DD-DD.txt', 'filters/regex/mrn_id/DD-DD-DD-DD.txt']|['POS MATCHER']
uniq2040|19|CD|3|['filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/mrn_id/DDD-DD-DD.txt', 'filters/regex/mrn_id/DD-DD-DD-DD.txt']|['POS MATCHER']
uniq2041|92|CD|3|['filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/mrn_id/DDD-DD-DD.txt', 'filters/regex/mrn_id/DD-DD-DD-DD.txt']|['POS MATCHER']
uniq2042|7|CD|3|['filters/regex/mrn_id/DDD-DD-DD.txt', 'filters/regex/mrn_id/DD-DD-DD-DD.txt']|['POS MATCHER']
uniq2043|This|DT|1|['filters/regex/salutations/name_age.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq2044|Otis|NNP|1|['filters/regex/addresses/hospital2.txt', 'filters/regex/addresses/in_city_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq2045|Otis|NNP|1|['filters/regex/addresses/hospital2.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq2046|SS758|NNP|1|['filters/regex/dates/mm_yy_transformed.txt', 'filters/regex/mrn_id/CCDDD_DDD.txt', 'filters/regex/contact/pager.txt']|[]
uniq2047|93822|CD|1|['filters/regex/dates/mm_yy_transformed.txt', 'filters/regex/mrn_id/DDDDDD+.txt', 'filters/regex/mrn_id/CCDDD_DDD.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
uniq2048|QUINTON|NNP|2|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq2049|COLON|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/regex_context/names_regex_context3.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq2050|QC22|NNP|2|['filters/regex/contact/pager.txt']|[]
uniq2051|COLON|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq2052|Louisville|NNP|3|['filters/regex/addresses/hospital2.txt', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq2053|43|CD|1|['filters/regex/addresses/num_streetname_extension_transformed.txt', 'filters/regex/addresses/num_streetname_transformed.txt']|['POS MATCHER']
uniq2054|Riverside|NNP|1|['filters/regex/addresses/num_streetname_extension_transformed.txt', 'filters/regex/addresses/num_streetname_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq2055|Circle|NNP|1|['filters/regex/addresses/num_streetname_extension_transformed.txt', 'filters/regex/addresses/num_streetname_transformed.txt', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq2056|Changchun|NNP|1|['filters/regex/addresses/city_state_zip_transformed.txt', 'filters/regex/addresses/city_state_transformed.txt', 'filters/regex_context/names_regex_context1.txt']|[]
uniq2057|LA|NNP|2|['filters/regex/addresses/city_state_zip_transformed.txt', 'filters/regex/addresses/city_zip_transformed.txt', 'filters/regex/addresses/city_state_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq2058|14176|CD|2|['filters/regex/addresses/city_state_zip_transformed.txt', 'filters/regex/addresses/city_zip_transformed.txt', 'filters/regex/mrn_id/DDDDDD+.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
uniq2059|Xanders|NNS|1|[]|[]
uniq2060|Ruth|NNP|3|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq2061|2081|CD|3|['filters/regex/dates/month_name_dd_yyyy_transformed.txt']|['POS MATCHER']
uniq2062|Xanders|NNP|5|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq2063|Naftin|NNP|1|[]|[]
uniq2064|Xanders|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|[]
uniq2065|22|CD|1|['filters/regex/dates/month_name_dd_yyyy_transformed.txt', 'filters/regex/dates/month_name_dd_transformed.txt', 'filters/regex/dates/month_name_of_yy_transformed.txt', 'filters/regex/dates/month_name_yy_transformed.txt']|['POS MATCHER']
uniq2066|lucky|JJ|1|[]|[]
uniq2067|Quanterius|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json']|[]
uniq2068|L|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/regex_context/names_regex_context2.txt', 'filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq2069|Sorensen|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context2.txt']|[]
uniq2070|81|CD|2|['filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq2071|renteria|NN|1|[]|[]
uniq2072|Susan|NNP|2|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq2073|Donaldson|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq2074|38|CD|1|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/full_street_address_with_concatenated_indicator_transformed.txt', 'filters/regex/addresses/num_streetname_city_state_transformed.txt', 'filters/regex/addresses/num_streetname_extension_transformed.txt', 'filters/regex/addresses/num_streetname_transformed.txt']|['POS MATCHER']
uniq2075|Shawmut|NNP|1|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/full_street_address_with_concatenated_indicator_transformed.txt', 'filters/regex/addresses/num_streetname_city_state_transformed.txt', 'filters/regex/addresses/num_streetname_extension_transformed.txt', 'filters/regex/addresses/num_streetname_transformed.txt']|[]
uniq2076|Avenue|NNP|1|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/full_street_address_with_concatenated_indicator_transformed.txt', 'filters/regex/addresses/num_streetname_city_state_transformed.txt', 'filters/regex/addresses/num_streetname_extension_transformed.txt', 'filters/regex/addresses/num_streetname_transformed.txt', 'filters/regex/addresses/city_state_zip_transformed.txt', 'filters/regex/addresses/city_state_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq2077|Changchun|NNP|2|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/full_street_address_with_concatenated_indicator_transformed.txt', 'filters/regex/addresses/num_streetname_city_state_transformed.txt', 'filters/regex/addresses/city_state_zip_transformed.txt', 'filters/regex/addresses/city_state_transformed.txt']|[]
uniq2078|LA|NNP|2|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/full_street_address_with_concatenated_indicator_transformed.txt', 'filters/regex/addresses/num_streetname_city_state_transformed.txt', 'filters/regex/addresses/city_state_zip_transformed.txt', 'filters/regex/addresses/city_zip_transformed.txt', 'filters/regex/addresses/city_state_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq2079|14176|CD|2|['filters/regex/addresses/full_street_address_transformed.txt', 'filters/regex/addresses/full_street_address_with_concatenated_indicator_transformed.txt', 'filters/regex/addresses/city_state_zip_transformed.txt', 'filters/regex/addresses/city_zip_transformed.txt', 'filters/regex/mrn_id/DDDDDD+.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
uniq2080|39|CD|1|['filters/regex/addresses/num_streetname_extension_transformed.txt', 'filters/regex/addresses/num_streetname_transformed.txt']|['POS MATCHER']
uniq2081|Mosele|NNP|1|['filters/regex/addresses/num_streetname_extension_transformed.txt', 'filters/regex/addresses/num_streetname_transformed.txt', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq2082|Court|NNP|1|['filters/regex/addresses/num_streetname_extension_transformed.txt', 'filters/regex/addresses/num_streetname_transformed.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
